TransactionID,CustomerID,TransactionDate,TransactionAmount,ProductCategory
T101473,C10229,2026-04-01,58.36,Clothing
T105942,C10901,2026-04-22,61.31,Beauty & Personal Care
T104092,C10619,2025-07-25,105.75,Home & Kitchen
T105502,C10845,2025-09-18,30.34,Home & Kitchen
T105516,C10847,2025-11-25,103.89,Clothing
T105283,C10808,2025-09-17,115.68,Home & Kitchen
T101457,C10227,2025-11-12,58.04,Clothing
T103557,C10552,2025-08-29,72.65,Clothing
T101395,C10217,2025-07-18,53.97,Clothing
T100264,C10031,2025-07-26,270.9,Home & Kitchen
T103548,C10549,2025-11-06,33.98,Home & Kitchen
T103547,C10549,2026-04-06,46.87,Home & Kitchen
T102748,C10422,2025-12-19,308.14,Electronics
T104072,C10616,2025-09-27,98.94,Groceries
T102692,C10415,2026-05-14,68.64,Beauty & Personal Care
T105996,C10910,2026-03-21,121.4,Books
T104801,C10743,2026-01-11,181.35,Electronics
T100929,C10140,2025-06-29,257.19,Electronics
T104619,C10708,2026-05-09,97.24,Electronics
T105044,C10774,2025-07-15,280.51,Electronics
T102400,C10368,2026-04-26,76.15,Groceries
T102178,C10330,2025-07-07,114.02,Clothing
T106303,C10960,2025-07-20,24.46,Books
T100246,C10030,2025-09-02,94.89,Electronics
T101594,C10250,2026-04-09,194.28,Clothing
T101758,C10272,2026-04-02,422.52,Clothing
T106397,C10972,2026-02-11,245.13,Electronics
T104420,C10679,2026-03-13,108.76,Beauty & Personal Care
T100923,C10140,2025-07-05,225.47,Electronics
T105119,C10780,2026-05-12,62.55,Groceries
T105922,C10897,2026-04-13,111.35,Electronics
T100268,C10031,2026-05-20,261.53,Beauty & Personal Care
T100669,C10097,2025-08-13,73.04,Clothing
T106475,C10984,2025-07-31,114.81,Clothing
T104362,C10668,2025-12-14,221.35,Clothing
T101910,C10293,2025-10-20,116.17,Clothing
T106116,C10925,2025-07-04,66.13,Clothing
T104560,C10701,2025-06-29,224.99,Books
T101152,C10175,2026-01-06,58.28,Electronics
T106033,C10914,2025-11-15,41.36,Home & Kitchen
T105391,C10823,2025-07-05,86.87,Beauty & Personal Care
T106330,C10963,2025-12-12,264.51,Electronics
T105306,C10810,2026-03-03,244.17,Beauty & Personal Care
T102696,C10417,2025-10-20,29.06,Electronics
T102591,C10397,2026-04-12,30.56,Clothing
T105557,C10850,2025-08-03,27.21,Home & Kitchen
T101781,C10274,2026-04-25,97.22,Clothing
T102413,C10372,2026-02-02,22.44,Clothing
T103013,C10467,2026-06-01,247.32,Clothing
T105737,C10872,2026-05-24,89.53,Electronics
T102307,C10349,2025-09-15,61.93,Electronics
T103699,C10566,2025-07-18,268.74,Groceries
T103690,C10565,2026-01-04,38.56,Groceries
T100687,C10102,2026-04-28,20.73,Electronics
T101915,C10295,2026-03-22,94.43,Clothing
T106186,C10941,2026-01-18,242.19,Clothing
T100612,C10085,2025-10-08,76.57,Groceries
T106270,C10954,2025-11-08,239.06,Books
T103071,C10471,2025-11-16,255.24,Electronics
T104086,C10618,2025-06-11,85.57,Electronics
T103200,C10489,2025-06-04,62.2,Clothing
T102267,C10341,2026-05-27,38.2,Groceries
T106308,C10961,2025-09-27,55.66,Clothing
T102533,C10387,2026-04-28,75.6,Home & Kitchen
T100039,C10011,2026-01-26,66.11,Home & Kitchen
T101898,C10291,2026-02-21,96.83,Clothing
T101649,C10257,2026-02-03,53.11,Books
T104340,C10664,2025-11-23,71.15,Books
T100258,C10031,2025-07-29,305.72,Home & Kitchen
T102924,C10449,2026-01-30,68.62,Clothing
T102434,C10374,2026-05-15,73.02,Beauty & Personal Care
T100847,C10129,2026-01-30,111.24,Home & Kitchen
T102822,C10434,2025-09-11,269.2,Electronics
T104813,C10746,2025-07-25,40.64,Books
T103339,C10514,2026-01-08,373.9,Clothing
T103525,C10544,2025-11-14,21.9,Home & Kitchen
T105570,C10852,2026-01-08,100.16,Clothing
T104532,C10696,2026-05-17,226.62,Groceries
T104246,C10645,2025-10-31,289.86,Beauty & Personal Care
T101233,C10193,2026-04-29,390.9,Groceries
T101127,C10168,2025-09-02,59.8,Clothing
T102285,C10346,2025-08-03,109.88,Electronics
T101967,C10301,2026-02-11,307.13,Electronics
T100558,C10076,2025-06-29,72.31,Electronics
T100904,C10138,2025-07-06,93.23,Books
T102614,C10402,2026-02-27,96.61,Books
T103143,C10482,2026-01-14,261.08,Books
T103668,C10563,2026-02-02,224.66,Electronics
T100484,C10061,2025-12-07,77.95,Clothing
T102211,C10336,2026-01-21,375.78,Home & Kitchen
T101320,C10211,2026-03-09,194.75,Home & Kitchen
T104001,C10608,2025-11-27,29.22,Groceries
T102555,C10391,2026-02-19,34.91,Groceries
T100007,C10003,2025-08-21,36.52,Groceries
T103657,C10562,2025-07-11,32.88,Clothing
T102315,C10350,2026-03-15,76.19,Electronics
T105564,C10851,2026-05-21,102.99,Beauty & Personal Care
T104794,C10743,2026-01-31,176.71,Groceries
T104725,C10729,2026-04-09,89.54,Home & Kitchen
T105768,C10876,2025-09-06,109.49,Beauty & Personal Care
T101450,C10227,2025-10-16,56.96,Beauty & Personal Care
T101201,C10187,2025-09-18,69.96,Groceries
T102426,C10374,2026-04-27,78.23,Groceries
T102648,C10406,2026-04-23,21.67,Books
T101814,C10281,2025-12-05,85.19,Home & Kitchen
T105375,C10822,2026-05-28,345.42,Home & Kitchen
T102726,C10420,2025-08-15,123.85,Clothing
T100773,C10113,2026-01-25,35.31,Electronics
T102274,C10344,2025-06-28,23.4,Groceries
T101011,C10150,2026-01-09,58.57,Groceries
T106573,C10998,2025-11-16,180.39,Electronics
T103168,C10484,2025-10-29,199.23,Groceries
T101067,C10158,2025-09-11,330.86,Home & Kitchen
T101991,C10303,2025-11-23,80.82,Clothing
T101277,C10202,2025-08-12,62.14,Groceries
T101783,C10274,2025-11-17,109.86,Beauty & Personal Care
T104655,C10717,2025-06-29,83.61,Electronics
T100446,C10058,2025-08-10,293.67,Groceries
T100880,C10132,2025-08-21,385.97,Clothing
T104461,C10690,2025-06-07,87.95,Groceries
T105858,C10891,2025-11-05,96.64,Beauty & Personal Care
T102727,C10420,2026-03-04,128.8,Books
T103048,C10469,2025-10-13,39.56,Groceries
T105266,C10805,2025-10-03,24.72,Groceries
T100781,C10116,2025-11-28,23.49,Electronics
T102651,C10407,2025-09-19,77.98,Home & Kitchen
T106388,C10971,2026-01-22,121.61,Home & Kitchen
T101749,C10270,2026-01-11,110.37,Clothing
T102126,C10325,2025-11-28,277.36,Books
T102260,C10340,2026-01-11,296.9,Beauty & Personal Care
T102791,C10430,2025-08-25,187.2,Home & Kitchen
T102423,C10373,2026-01-14,96.41,Electronics
T106419,C10974,2026-02-18,16.2,Home & Kitchen
T105661,C10859,2025-09-23,255.77,Home & Kitchen
T100883,C10132,2026-05-20,311.83,Electronics
T104028,C10612,2026-02-24,341.3,Books
T101091,C10162,2025-07-21,43.79,Clothing
T104751,C10734,2026-02-17,37.96,Groceries
T104516,C10696,2026-04-23,180.71,Clothing
T100531,C10072,2025-09-17,32.74,Electronics
T105589,C10853,2026-05-11,343.54,Groceries
T102438,C10375,2026-03-26,274.54,Electronics
T106054,C10919,2025-06-22,93.69,Electronics
T104828,C10748,2025-07-30,118.93,Books
T102608,C10401,2025-12-28,35.18,Clothing
T105383,C10822,2025-07-08,392.66,Clothing
T102290,C10347,2025-08-27,25.01,Books
T101727,C10267,2025-08-25,28.65,Books
T100610,C10085,2025-11-16,82.19,Electronics
T103721,C10570,2025-09-07,47.79,Clothing
T100570,C10078,2025-07-29,74.1,Clothing
T101979,C10302,2026-04-07,43.06,Electronics
T101317,C10211,2025-06-18,176.66,Groceries
T100343,C10043,2026-01-11,30.32,Electronics
T100587,C10080,2026-03-16,47.88,Groceries
T105118,C10780,2025-11-15,26.56,Beauty & Personal Care
T103750,C10573,2025-11-12,63.32,Electronics
T100636,C10090,2026-01-16,39.41,Clothing
T100434,C10056,2026-01-20,126.61,Beauty & Personal Care
T101903,C10292,2025-07-15,46.12,Books
T103215,C10493,2026-04-20,80.42,Books
T100097,C10016,2025-08-24,184.57,Clothing
T106348,C10965,2026-02-07,66.76,Clothing
T105426,C10829,2026-03-23,117.82,Electronics
T104058,C10616,2025-06-30,223.92,Groceries
T106263,C10954,2025-11-20,272.59,Electronics
T102069,C10317,2026-04-13,86.18,Clothing
T101537,C10237,2025-06-20,71.38,Home & Kitchen
T103588,C10555,2025-08-18,73.25,Clothing
T104522,C10696,2026-03-24,226.4,Electronics
T104525,C10696,2025-11-02,258.8,Clothing
T103648,C10560,2026-05-07,46.11,Books
T105221,C10798,2025-11-10,179.1,Home & Kitchen
T106272,C10954,2026-03-17,252.58,Electronics
T101517,C10235,2025-11-17,116.28,Clothing
T100965,C10145,2026-03-01,84.14,Groceries
T105776,C10877,2025-10-10,96.56,Books
T100528,C10072,2025-06-27,42.34,Books
T100176,C10026,2026-01-07,167.92,Electronics
T103669,C10563,2025-12-13,248.7,Clothing
T102470,C10376,2025-06-18,117.7,Books
T104949,C10766,2025-12-08,87.87,Home & Kitchen
T102090,C10322,2025-09-06,74.14,Home & Kitchen
T103001,C10465,2025-12-11,52.74,Books
T105623,C10856,2026-03-14,186.86,Home & Kitchen
T103425,C10525,2026-01-14,105.01,Electronics
T100572,C10079,2026-05-20,328.6,Books
T105655,C10859,2025-07-20,261.6,Books
T104331,C10661,2025-09-01,78.92,Electronics
T100592,C10081,2025-11-03,30.66,Groceries
T106399,C10972,2026-04-04,237.72,Books
T103062,C10471,2025-10-24,165.44,Electronics
T105656,C10859,2026-02-15,352.4,Groceries
T102374,C10361,2025-06-19,78.17,Home & Kitchen
T103064,C10471,2025-10-18,94.39,Home & Kitchen
T106166,C10935,2025-09-06,36.94,Electronics
T104742,C10731,2025-09-13,288.97,Clothing
T103779,C10576,2025-12-13,187.63,Groceries
T105113,C10780,2026-01-28,29.23,Groceries
T104594,C10705,2025-09-01,72.47,Home & Kitchen
T102208,C10336,2026-02-04,329.9,Beauty & Personal Care
T104239,C10645,2025-12-03,277.73,Groceries
T102492,C10380,2025-10-21,46.29,Clothing
T104375,C10669,2025-11-11,83.59,Groceries
T100383,C10049,2025-08-14,268.57,Clothing
T100852,C10129,2025-09-27,64.85,Home & Kitchen
T101880,C10288,2025-12-21,43.05,Groceries
T100370,C10048,2025-08-07,37.92,Books
T104035,C10612,2025-12-21,309.21,Home & Kitchen
T104630,C10709,2026-04-17,25.83,Clothing
T105702,C10867,2025-07-06,165.31,Books
T105664,C10859,2026-02-10,277.51,Home & Kitchen
T103670,C10563,2025-07-13,283.24,Groceries
T106537,C10995,2025-06-05,40.1,Groceries
T103652,C10561,2026-02-07,93.16,Electronics
T101105,C10165,2025-08-24,75.03,Books
T102068,C10317,2026-02-11,93.63,Electronics
T102361,C10360,2026-02-10,40.95,Beauty & Personal Care
T105277,C10808,2026-01-12,87.75,Groceries
T101336,C10213,2025-09-21,220.47,Home & Kitchen
T102189,C10333,2025-10-26,110.95,Electronics
T106028,C10914,2025-10-19,25.24,Home & Kitchen
T105920,C10897,2025-06-07,120.47,Groceries
T103737,C10572,2025-10-01,69.86,Books
T103956,C10602,2026-02-05,249.5,Electronics
T102246,C10340,2026-04-10,230.13,Clothing
T104508,C10693,2025-06-21,77.17,Clothing
T104538,C10698,2026-03-06,31.32,Beauty & Personal Care
T106371,C10966,2026-01-27,159.72,Books
T101171,C10179,2025-06-02,62.75,Beauty & Personal Care
T103274,C10500,2025-11-03,11.63,Clothing
T103831,C10584,2025-08-16,30.16,Groceries
T104325,C10661,2025-07-13,111.77,Books
T102001,C10306,2025-06-14,17.37,Groceries
T101422,C10224,2026-06-01,78.89,Electronics
T102686,C10415,2025-10-15,76.27,Home & Kitchen
T105893,C10895,2025-10-01,87.02,Groceries
T103590,C10555,2025-06-18,70.68,Beauty & Personal Care
T105746,C10872,2026-03-03,62.6,Electronics
T106498,C10987,2026-04-12,32.47,Beauty & Personal Care
T105448,C10836,2025-11-06,112.49,Beauty & Personal Care
T103604,C10557,2025-08-25,355.01,Electronics
T101464,C10229,2025-06-15,49.43,Electronics
T100874,C10132,2025-10-15,257.96,Books
T102297,C10348,2025-06-02,89.51,Groceries
T102643,C10404,2026-04-20,221.92,Clothing
T104108,C10622,2025-12-02,76.5,Books
T105687,C10865,2026-01-29,65.41,Electronics
T101251,C10196,2026-03-21,30.2,Groceries
T103994,C10607,2026-04-12,32.79,Electronics
T100840,C10128,2026-03-28,212.71,Clothing
T105551,C10849,2026-03-27,236.67,Books
T100581,C10079,2026-02-17,291.49,Electronics
T100204,C10027,2026-05-23,148.3,Clothing
T103800,C10579,2026-05-19,79.4,Electronics
T101641,C10256,2025-09-06,77.6,Groceries
T102014,C10309,2026-04-24,290.24,Groceries
T103253,C10497,2025-08-15,85.54,Groceries
T104610,C10706,2025-07-08,57.34,Clothing
T100905,C10138,2026-01-28,91.06,Electronics
T100631,C10089,2025-09-01,112.66,Beauty & Personal Care
T104643,C10714,2025-11-16,29.77,Books
T104196,C10639,2025-12-02,101.64,Groceries
T101974,C10301,2025-10-09,313.76,Home & Kitchen
T100162,C10025,2025-07-06,80.75,Books
T104712,C10729,2026-04-12,268.55,Clothing
T104463,C10690,2025-08-30,77.66,Books
T105901,C10895,2026-03-21,36.92,Electronics
T104161,C10634,2025-08-04,46.74,Groceries
T100617,C10086,2025-12-18,79.5,Electronics
T100875,C10132,2025-11-02,349.35,Home & Kitchen
T101431,C10224,2026-04-18,96.6,Electronics
T102973,C10460,2026-05-25,32.53,Clothing
T104539,C10699,2025-12-19,106.81,Electronics
T100547,C10075,2026-03-18,51.13,Home & Kitchen
T104836,C10750,2026-03-13,196.91,Groceries
T105971,C10904,2026-05-05,77.83,Books
T105556,C10850,2026-01-11,22.34,Clothing
T103614,C10557,2025-12-17,350.54,Clothing
T105141,C10785,2026-01-17,106.26,Home & Kitchen
T104059,C10616,2025-06-06,163.97,Beauty & Personal Care
T103435,C10530,2025-11-17,110.45,Beauty & Personal Care
T101851,C10284,2025-08-16,334.11,Groceries
T105349,C10817,2025-08-19,18.26,Clothing
T105784,C10878,2025-07-26,54.44,Electronics
T102856,C10436,2025-07-24,72.47,Clothing
T101861,C10286,2026-05-23,75.93,Home & Kitchen
T102659,C10409,2026-02-01,33.7,Beauty & Personal Care
T103384,C10521,2025-09-23,66.71,Electronics
T106032,C10914,2025-06-09,62.26,Electronics
T100640,C10091,2025-12-13,40.44,Home & Kitchen
T104328,C10661,2025-07-27,121.72,Home & Kitchen
T101009,C10150,2025-06-05,47.58,Groceries
T103366,C10519,2026-04-23,100.92,Clothing
T106426,C10976,2025-12-24,29.85,Clothing
T100637,C10091,2025-09-08,42.49,Clothing
T103331,C10514,2025-12-12,206.79,Books
T105370,C10820,2025-09-19,281.94,Groceries
T103653,C10561,2025-09-07,74.1,Electronics
T104930,C10762,2025-09-16,97.85,Groceries
T102308,C10349,2025-08-15,72.7,Electronics
T104561,C10701,2025-11-01,364.45,Clothing
T103145,C10482,2026-01-17,314.73,Home & Kitchen
T104316,C10658,2025-06-06,63.34,Groceries
T102096,C10323,2025-06-17,23.71,Clothing
T102003,C10307,2025-07-14,32.0,Groceries
T101956,C10300,2026-04-10,36.9,Clothing
T103903,C10595,2026-02-28,71.19,Home & Kitchen
T101372,C10215,2026-04-10,202.75,Clothing
T106073,C10921,2025-10-12,233.11,Clothing
T100921,C10140,2026-05-05,209.15,Clothing
T106006,C10912,2025-12-04,87.9,Beauty & Personal Care
T100546,C10075,2025-11-14,62.83,Groceries
T101449,C10227,2025-06-26,52.65,Groceries
T102804,C10432,2026-05-20,73.61,Clothing
T102610,C10401,2025-06-20,33.95,Home & Kitchen
T101900,C10291,2026-02-17,98.87,Home & Kitchen
T105169,C10794,2026-01-08,167.77,Books
T102757,C10424,2026-01-04,86.85,Groceries
T102028,C10309,2025-09-05,259.25,Clothing
T105337,C10814,2025-10-19,97.51,Groceries
T102301,C10348,2026-04-08,53.51,Beauty & Personal Care
T101885,C10289,2026-04-11,60.22,Groceries
T106482,C10985,2025-12-10,56.88,Beauty & Personal Care
T101642,C10256,2025-07-26,55.22,Groceries
T100972,C10147,2025-09-09,28.06,Clothing
T106321,C10963,2025-10-22,198.21,Electronics
T102097,C10323,2026-02-04,15.0,Electronics
T105707,C10867,2025-08-19,177.33,Home & Kitchen
T105008,C10770,2026-02-13,258.44,Books
T105900,C10895,2026-04-16,159.52,Electronics
T106538,C10996,2025-07-24,62.48,Home & Kitchen
T100836,C10128,2026-02-01,292.71,Clothing
T103471,C10534,2025-08-16,104.05,Clothing
T100601,C10083,2026-02-12,63.15,Electronics
T102184,C10330,2026-05-02,50.49,Electronics
T103942,C10602,2026-04-20,224.3,Home & Kitchen
T105218,C10798,2025-12-03,152.73,Groceries
T102171,C10329,2025-06-26,107.12,Home & Kitchen
T105640,C10857,2025-10-30,23.29,Clothing
T101582,C10248,2026-01-11,172.02,Books
T105938,C10900,2026-03-05,29.12,Home & Kitchen
T100398,C10051,2026-05-06,262.91,Groceries
T102010,C10309,2026-05-24,168.39,Home & Kitchen
T101070,C10158,2026-05-22,270.48,Groceries
T101775,C10272,2025-07-22,275.9,Clothing
T106320,C10963,2025-08-28,260.27,Books
T101283,C10203,2026-03-18,22.03,Electronics
T105464,C10839,2025-06-16,67.68,Home & Kitchen
T104790,C10743,2025-06-24,170.94,Electronics
T106246,C10950,2026-05-10,110.3,Groceries
T101836,C10283,2025-12-25,73.36,Home & Kitchen
T105555,C10849,2025-07-31,143.79,Home & Kitchen
T101019,C10152,2026-05-31,271.55,Beauty & Personal Care
T103896,C10595,2026-02-06,106.23,Electronics
T100970,C10146,2025-06-24,38.49,Home & Kitchen
T101326,C10213,2025-12-16,204.17,Clothing
T104002,C10609,2025-06-01,20.54,Electronics
T100475,C10060,2025-06-20,331.33,Clothing
T102810,C10433,2025-09-25,289.04,Clothing
T104921,C10761,2026-02-06,22.76,Home & Kitchen
T101651,C10257,2025-08-28,41.79,Groceries
T106185,C10941,2026-03-10,183.91,Groceries
T105609,C10854,2025-12-23,96.68,Groceries
T102528,C10385,2025-09-21,99.64,Groceries
T101206,C10187,2025-08-03,65.88,Home & Kitchen
T104157,C10633,2025-10-11,73.04,Books
T100182,C10026,2025-12-24,113.72,Groceries
T101373,C10215,2026-03-17,190.67,Electronics
T100739,C10108,2026-02-01,83.77,Home & Kitchen
T105434,C10832,2026-01-12,78.49,Electronics
T105043,C10774,2025-07-17,198.47,Electronics
T105641,C10857,2025-06-11,16.56,Beauty & Personal Care
T105810,C10882,2025-12-13,88.77,Electronics
T100867,C10132,2026-04-24,276.34,Beauty & Personal Care
T102974,C10461,2025-09-30,95.77,Beauty & Personal Care
T101140,C10173,2026-02-09,18.56,Home & Kitchen
T100997,C10149,2025-08-31,380.2,Electronics
T101337,C10213,2025-12-16,236.02,Clothing
T100541,C10075,2026-04-21,37.23,Books
T101099,C10163,2025-08-12,81.94,Clothing
T101132,C10169,2025-09-04,39.72,Clothing
T106376,C10966,2025-08-31,187.0,Home & Kitchen
T105117,C10780,2025-08-08,41.45,Clothing
T102258,C10340,2026-05-10,144.85,Books
T105300,C10810,2026-02-24,240.19,Beauty & Personal Care
T103390,C10522,2025-10-06,266.99,Electronics
T105484,C10842,2025-08-13,224.84,Clothing
T102962,C10458,2025-10-19,303.94,Clothing
T100059,C10015,2026-03-09,354.29,Electronics
T103259,C10498,2025-10-14,42.49,Home & Kitchen
T102206,C10335,2026-04-29,42.23,Clothing
T101938,C10298,2025-06-04,309.1,Groceries
T104250,C10646,2025-10-31,30.64,Electronics
T104934,C10762,2026-05-29,74.51,Home & Kitchen
T106499,C10987,2025-07-07,31.01,Beauty & Personal Care
T104074,C10617,2026-01-22,231.94,Electronics
T102813,C10433,2025-07-28,278.82,Electronics
T105089,C10777,2025-10-03,249.4,Clothing
T105688,C10865,2025-11-23,53.86,Electronics
T104104,C10621,2025-09-24,18.94,Books
T101078,C10158,2025-09-16,347.86,Clothing
T104960,C10767,2025-08-20,45.81,Electronics
T106031,C10914,2026-03-28,48.35,Electronics
T105594,C10853,2026-03-21,322.77,Beauty & Personal Care
T103799,C10579,2025-11-11,84.99,Clothing
T103586,C10554,2025-10-29,62.43,Electronics
T104677,C10723,2026-03-05,120.45,Home & Kitchen
T104280,C10649,2025-08-30,36.03,Home & Kitchen
T105586,C10853,2026-04-26,234.31,Books
T102630,C10404,2026-03-31,269.36,Home & Kitchen
T105255,C10802,2026-01-27,47.68,Beauty & Personal Care
T104168,C10635,2025-09-08,34.25,Clothing
T104091,C10618,2026-04-18,93.98,Home & Kitchen
T100940,C10142,2026-02-24,36.85,Clothing
T101080,C10158,2025-07-06,255.39,Beauty & Personal Care
T100187,C10027,2025-11-03,213.54,Clothing
T101795,C10277,2025-09-23,84.87,Beauty & Personal Care
T104523,C10696,2025-09-11,305.34,Clothing
T102085,C10321,2026-04-23,63.56,Home & Kitchen
T102249,C10340,2026-05-19,321.15,Groceries
T102452,C10375,2025-09-05,293.02,Home & Kitchen
T106433,C10977,2026-03-17,67.21,Home & Kitchen
T102023,C10309,2026-05-19,183.33,Books
T105720,C10867,2025-11-20,140.7,Books
T101492,C10230,2026-05-13,243.29,Home & Kitchen
T103813,C10580,2026-01-03,351.3,Groceries
T105036,C10774,2026-02-14,348.37,Clothing
T104919,C10760,2025-11-07,96.53,Clothing
T100226,C10028,2025-09-27,279.62,Clothing
T101013,C10152,2025-06-24,215.89,Books
T102583,C10396,2025-06-10,124.76,Home & Kitchen
T101929,C10297,2026-03-21,27.07,Clothing
T104614,C10707,2025-09-11,26.61,Electronics
T106221,C10944,2025-10-03,50.75,Books
T101404,C10220,2026-05-05,22.61,Groceries
T104796,C10743,2026-03-29,208.53,Books
T102179,C10330,2026-01-07,83.77,Clothing
T100697,C10103,2025-07-11,84.6,Clothing
T101124,C10168,2026-03-30,95.62,Electronics
T103282,C10503,2025-08-10,67.78,Home & Kitchen
T103895,C10594,2025-08-03,31.37,Electronics
T101093,C10163,2025-12-18,77.53,Home & Kitchen
T106123,C10925,2026-02-01,56.95,Clothing
T103806,C10580,2025-09-24,348.15,Groceries
T101778,C10274,2026-01-06,92.02,Electronics
T104173,C10637,2025-06-17,46.77,Clothing
T102634,C10404,2025-11-14,339.53,Clothing
T103091,C10475,2025-11-06,84.71,Books
T105593,C10853,2026-01-12,285.66,Beauty & Personal Care
T104935,C10763,2026-01-04,113.42,Groceries
T103489,C10536,2025-12-11,131.1,Home & Kitchen
T101656,C10258,2025-11-23,82.77,Books
T101037,C10152,2026-05-15,177.13,Home & Kitchen
T102256,C10340,2025-06-08,319.41,Books
T104376,C10669,2025-11-16,38.32,Clothing
T106505,C10989,2026-01-18,33.66,Clothing
T100313,C10038,2025-06-07,68.36,Home & Kitchen
T102649,C10406,2025-08-27,26.11,Home & Kitchen
T102281,C10345,2026-01-19,83.2,Home & Kitchen
T104694,C10726,2026-02-28,50.72,Electronics
T102547,C10389,2026-04-26,18.73,Electronics
T102159,C10328,2026-04-05,293.59,Books
T103137,C10482,2026-04-17,240.17,Beauty & Personal Care
T105457,C10836,2025-06-05,103.53,Electronics
T103967,C10604,2025-08-22,31.37,Groceries
T101428,C10224,2025-09-07,81.04,Electronics
T106050,C10918,2025-07-30,90.95,Groceries
T102520,C10384,2026-03-27,93.34,Clothing
T104204,C10640,2025-07-15,334.76,Home & Kitchen
T104844,C10750,2026-02-10,278.65,Clothing
T100448,C10058,2025-11-06,249.65,Groceries
T104126,C10625,2026-04-22,265.84,Clothing
T101284,C10203,2026-05-06,13.31,Books
T103727,C10571,2026-01-31,378.48,Home & Kitchen
T100361,C10046,2026-02-09,104.13,Clothing
T105531,C10848,2025-08-17,198.08,Home & Kitchen
T105229,C10800,2025-12-28,318.13,Electronics
T102460,C10376,2026-05-23,102.75,Groceries
T100022,C10007,2026-04-08,36.39,Groceries
T102066,C10316,2025-06-22,12.54,Home & Kitchen
T101653,C10258,2025-12-14,74.95,Clothing
T100702,C10104,2025-11-27,80.82,Clothing
T104741,C10731,2026-02-17,313.68,Electronics
T102743,C10422,2026-03-26,316.73,Home & Kitchen
T101376,C10215,2025-11-11,237.89,Electronics
T105925,C10898,2025-06-29,74.95,Groceries
T102468,C10376,2025-10-16,111.86,Clothing
T103754,C10574,2026-01-30,21.99,Books
T102325,C10353,2026-05-19,89.05,Groceries
T100460,C10060,2026-03-13,442.02,Clothing
T104082,C10617,2026-01-05,338.17,Clothing
T101486,C10230,2025-09-23,200.59,Clothing
T103678,C10563,2026-01-27,291.35,Electronics
T100282,C10033,2025-10-04,373.69,Beauty & Personal Care
T103537,C10545,2025-08-30,305.06,Electronics
T104596,C10705,2026-02-25,68.43,Clothing
T102581,C10396,2025-07-07,112.24,Electronics
T101368,C10215,2026-05-26,249.18,Books
T106334,C10963,2025-06-11,192.87,Home & Kitchen
T100597,C10082,2026-02-15,12.41,Clothing
T105331,C10814,2026-04-04,105.71,Clothing
T106534,C10994,2025-08-11,79.21,Clothing
T106196,C10942,2026-01-18,13.06,Clothing
T104984,C10768,2026-01-12,299.29,Clothing
T103468,C10533,2026-05-22,36.57,Clothing
T104180,C10637,2025-12-21,65.44,Home & Kitchen
T102990,C10462,2025-06-27,120.1,Groceries
T105841,C10888,2025-09-20,10.54,Clothing
T102544,C10388,2025-07-06,32.47,Home & Kitchen
T104870,C10751,2026-05-18,121.33,Clothing
T106405,C10972,2026-04-23,376.26,Groceries
T104066,C10616,2026-04-17,185.28,Groceries
T103988,C10606,2025-07-23,93.82,Groceries
T106356,C10965,2026-04-03,116.49,Home & Kitchen
T100685,C10101,2025-09-11,68.7,Beauty & Personal Care
T105952,C10902,2026-01-15,71.08,Electronics
T103243,C10496,2026-01-19,352.01,Clothing
T105077,C10777,2025-06-18,336.94,Clothing
T104083,C10617,2026-04-27,158.65,Books
T102837,C10434,2026-01-30,352.94,Clothing
T103697,C10566,2026-05-06,296.51,Beauty & Personal Care
T104040,C10613,2025-06-02,253.41,Electronics
T102230,C10336,2025-08-18,311.32,Clothing
T105876,C10893,2025-12-03,222.69,Books
T102320,C10351,2025-07-04,41.81,Clothing
T100521,C10070,2025-12-09,83.95,Books
T100522,C10070,2026-05-18,65.86,Books
T105123,C10781,2025-09-29,30.68,Clothing
T105282,C10808,2025-09-25,122.09,Electronics
T106283,C10955,2025-08-28,37.55,Electronics
T105946,C10902,2026-05-02,72.82,Beauty & Personal Care
T100780,C10116,2025-10-02,31.05,Clothing
T105130,C10783,2026-02-02,86.54,Electronics
T104500,C10692,2026-04-10,51.54,Electronics
T100651,C10095,2025-07-12,35.69,Clothing
T106484,C10985,2025-06-05,80.71,Electronics
T102196,C10334,2026-05-09,98.09,Electronics
T100369,C10048,2025-09-13,33.93,Clothing
T100377,C10049,2025-07-31,304.03,Groceries
T102216,C10336,2025-06-10,323.72,Clothing
T104989,C10769,2026-02-23,48.15,Clothing
T101613,C10250,2026-04-10,308.54,Electronics
T105894,C10895,2025-10-13,185.58,Clothing
T103632,C10558,2026-05-27,298.54,Books
T100962,C10145,2025-09-13,65.48,Clothing
T105912,C10896,2026-05-10,48.69,Electronics
T106168,C10937,2025-12-01,26.85,Groceries
T104995,C10770,2026-03-13,292.71,Beauty & Personal Care
T100359,C10046,2025-07-24,68.73,Beauty & Personal Care
T103839,C10586,2026-04-25,61.86,Groceries
T104374,C10669,2025-11-08,88.82,Electronics
T101246,C10194,2025-07-31,37.16,Groceries
T104563,C10701,2026-03-07,289.46,Clothing
T103694,C10566,2025-10-12,323.49,Groceries
T105545,C10849,2025-08-21,132.78,Groceries
T102567,C10393,2025-12-14,91.84,Groceries
T103423,C10525,2025-10-10,95.33,Clothing
T102037,C10311,2026-01-20,67.14,Groceries
T100772,C10113,2025-07-25,33.61,Clothing
